	id	reference	frame	x	y	w	h
5466	id08291	czVH-Zc_7Ng	19009.0	0.426	0.186	0.256	0.342
5467	id08292	8dfWs7k0muI	702.0	0.567	0.158	0.281	0.499
5468	id08293	oxq6GwhGW8k	4543.0	0.204	0.128	0.345	0.46
5469	id08294	8SpXfrjjHao	495.0	0.584	0.165	0.222	0.394
5470	id08295	nmtYk8zp5uU	1151.0	0.343	0.18	0.411	0.731
5471	id08297	L1847lIDAlg	4593.0	0.384	0.178	0.312	0.426
5472	id08298	fD2h3InkYg8	1345.0	0.443	0.171	0.213	0.379
5473	id08299	LVBsezhX2W4	5187.0	0.368	0.197	0.235	0.417
5474	id08300	fHN-FtQaC7w	28.0	0.175	0.243	0.232	0.31
5475	id08302	c1JQKSuNYbM	5642.0	0.51	0.173	0.297	0.396
5476	id08303	5Q7DGjpbS20	1327.0	0.285	0.202	0.281	0.5
5477	id08305	D9K8c-U1jwc	531.0	0.307	0.255	0.268	0.477
5478	id08306	uCipJZ0Uthw	7764.0	0.353	0.312	0.275	0.367
5479	id08307	88ajV7laDm8	10437.0	0.221	0.398	0.751	0.422
5480	id08309	5RTV-Xv8qMc	9272.0	0.134	0.213	0.472	0.644
5481	id08311	dwQoTRvjso0	2838.0	0.427	0.23	0.288	0.384
5482	id08312	h1y2C5aXDaU	7336.0	0.408	0.195	0.208	0.369
5483	id08313	O2Tzc_e4UCU	781.0	0.468	0.194	0.157	0.21
5484	id08314	fFfqTIe_hvM	6565.0	0.538	0.151	0.22	0.391
5485	id08315	DFNnQVbSjeI	338.0	0.354	0.275	0.38	0.675
5486	id08317	Bjv0ZaGjyws	1303.0	0.218	0.163	0.192	0.342
5487	id08318	3jMNCvaokhU	12853.0	0.518	0.212	0.263	0.351
5488	id08320	pZlEwTj3L4M	768.0	0.32	0.179	0.206	0.367
5489	id08321	DC-uD5BYuwg	234.0	0.305	0.096	0.342	0.607
5490	id08323	f2F7MFXXspw	29992.0	0.429	0.272	0.127	0.169
5491	id08324	p9xft7-vKdI	951.0	0.118	0.341	0.204	0.272
5492	id08327	vbGHrSicSWY	9776.0	0.46	0.129	0.132	0.235
5493	id08329	aYH_XW7SGIw	17295.0	0.407	0.146	0.294	0.368
5494	id08330	xPHHyZmd2og	1501.0	0.249	0.185	0.352	0.626
5495	id08331	ZIbT7xFGxHg	2480.0	0.432	0.271	0.412	0.733
5496	id08333	HHanhyZNeSc	3097.0	0.423	0.216	0.317	0.422
5497	id08334	NkWHPhFzBEE	3853.0	0.639	0.42	0.213	0.379
5498	id08335	CwfELJaNw84	4065.0	0.128	0.233	0.334	0.594
5499	id08337	I_yxNlVGGuk	4592.0	0.272	0.208	0.364	0.647
5500	id08338	IVddrx15CWk	658.0	0.553	0.339	0.233	0.414
5501	id08339	Rcc94XNlNww	19244.0	0.531	0.063	0.228	0.405
5502	id08340	xC5Wq5LNgRw	2635.0	0.336	0.175	0.398	0.531
5503	id08343	CpDnItEp0YY	5385.0	0.512	0.152	0.181	0.322
5504	id08344	cpGS8XqBFa0	791.0	0.441	0.173	0.27	0.48
5505	id08347	NGYXC5GMICQ	2143.0	0.358	0.126	0.417	0.619
5506	id08348	P8m8goMTkO0	3745.0	0.123	0.133	0.499	0.888
5507	id08349	SrznrTLWDpk	915.0	0.4	0.182	0.224	0.399
5508	id08350	EqgngDO2to0	2653.0	0.398	0.058	0.379	0.631
5509	id08351	oaSanjMKO-E	1449.0	0.318	0.215	0.366	0.488
5510	id08352	_M_-hbiiFnk	4335.0	0.109	0.327	0.449	0.599
5511	id08353	OLrDtk_7td0	4926.0	0.515	0.287	0.283	0.378
5512	id08354	Xxafq-JVwpg	1899.0	0.095	0.256	0.69	0.92
5513	id08355	JtacLlQ1LKU	1866.0	0.229	0.107	0.346	0.652
5514	id08356	V6muQCgWXys	729.0	0.302	0.235	0.42	0.56
5515	id08358	I8n-xBB95jA	2460.0	0.186	0.267	0.463	0.822
5516	id08360	NrAqaFELELg	1934.0	0.29	0.224	0.362	0.643
5517	id08362	liwUR7MIM7E	565.0	0.366	0.18	0.248	0.441
5518	id08364	5pyspas0q9A	1499.0	0.364	0.175	0.359	0.479
5519	id08365	7YH1fBtjmTA	909.0	0.406	0.212	0.368	0.654
5520	id08368	KJyjCayJYiA	595.0	0.275	0.186	0.255	0.453
5521	id08370	nyra67G7wNg	1561.0	0.26	0.257	0.193	0.343
5522	id08372	Gh9pJxZPPT4	2393.0	0.395	0.209	0.158	0.281
5523	id08373	uH9B58k8f4c	4727.0	0.134	0.176	0.346	0.602
5524	id08374	6z6TFaKJ3No	5551.0	0.408	0.173	0.218	0.388
5525	id08375	7QD8KB8H9Rw	660.0	0.123	0.077	0.578	1.027
5526	id08376	5cOSgMiGMHI	437.0	0.345	0.088	0.241	0.428
5527	id08377	22cj68IVeW4	4045.0	0.365	0.183	0.433	0.769
5528	id08380	GrGADka1SP8	1226.0	0.562	0.164	0.225	0.4
5529	id08381	It5rfbRn9AE	188.0	0.226	0.209	0.262	0.465
5530	id08382	A4GfmNw6ycw	2647.0	0.33	0.199	0.215	0.383
5531	id08392	Ovgbq6iRR0c	4333.0	0.659	0.215	0.231	0.411
5532	id08394	1_xGI9GzUig	9399.0	0.236	0.164	0.268	0.477
5533	id08395	h7UWWabZD_8	1790.0	0.285	0.207	0.394	0.538
5534	id08396	CPhQbHX-NmY	3311.0	0.135	0.123	0.441	0.784
5535	id08397	Q49Fj-X8I2w	4066.0	0.575	0.195	0.214	0.38
5536	id08398	iI3D0w2iNac	167.0	0.356	0.256	0.282	0.377
5537	id08399	nGdFB6ssmRE	3519.0	0.374	0.259	0.227	0.395
5538	id08400	Arzok3Ww8H4	33800.0	0.594	0.188	0.116	0.146
5539	id08402	HrWDcLRiwLE	2430.0	0.367	0.18	0.255	0.453
5540	id08403	2x8U6_G7LL4	1968.0	0.365	0.259	0.282	0.377
5541	id08404	Ld3hvJ8QQ_c	2721.0	0.205	0.158	0.168	0.306
5542	id08405	0g0STvCrn3M	2097.0	0.297	0.287	0.367	0.652
5543	id08406	Z7VXxk-H8wQ	1630.0	0.359	0.219	0.21	0.374
5544	id08408	Bk9nVP3QAds	2286.0	0.288	0.207	0.367	0.652
5545	id08411	8fvfnYsk-Is	7080.0	0.502	0.184	0.348	0.464
5546	id08414	WQXmInMG7qw	689.0	0.43	0.238	0.341	0.606
5547	id08415	K6Sc0eeOuj8	1729.0	0.324	0.251	0.318	0.433
5548	id08416	uJ3QN3yCQJ8	970.0	0.349	0.089	0.21	0.373
5549	id08417	01Bbx6e_KwE	4018.0	0.41	0.207	0.244	0.435
5550	id08418	Vdt1zKV81Lo	3887.0	0.342	0.199	0.384	0.48
5551	id08419	9gYvEszcCXQ	4572.0	0.242	0.213	0.311	0.556
5552	id08420	kOreihb6MMs	20662.0	0.316	0.09	0.433	0.769
5553	id08421	M5Cu1tD3BIg	358.0	0.206	0.242	0.569	1.012
5554	id08422	uTLx-82UjJ4	3878.0	0.307	0.302	0.411	0.548
5555	id08423	UmqIrK01mQQ	610.0	0.549	0.272	0.284	0.504
5556	id08424	9lWLHzJEhfY	819.0	0.276	0.209	0.202	0.359
5557	id08426	oUi_T_WXXJ4	10.0	0.715	0.411	0.082	0.146
5558	id08432	qbMS-95y2DA	8597.0	0.371	0.206	0.252	0.448
5559	id08433	B6FxPZc9Iu8	2934.0	0.411	0.39	0.118	0.158
5560	id08434	aeVVhMKaJMg	2926.0	0.286	0.253	0.426	0.533
5561	id08437	NfgXXpCX6s8	2642.0	0.322	0.17	0.462	0.821
5562	id08438	Z5aIKUzdlF4	1712.0	0.334	0.187	0.408	0.726
5563	id08440	pDVMOYLUka4	2386.0	0.281	0.219	0.28	0.498
5564	id08441	mRJInelutD4	3836.0	0.119	0.294	0.178	0.316
5565	id08442	RaaenOqCf9k	5772.0	0.301	0.252	0.431	0.765
5566	id08443	IOjzIGpTe28	1969.0	0.506	0.328	0.245	0.436
5567	id08445	wVPVfk5o7Wk	6113.0	0.103	0.191	0.658	0.823
5568	id08446	DpLeyfl1QgE	4964.0	0.209	0.291	0.287	0.51
5569	id08451	HS0VfETGsrc	23816.0	0.432	0.247	0.161	0.215
5570	id08453	aTha_0otNU0	832.0	0.2	0.243	0.339	0.463
5571	id08454	rWmccr9fdrI	11.0	0.359	0.286	0.404	0.495
5572	id08455	TTDR6-2wjNg	3035.0	0.353	0.207	0.493	0.657
5573	id08456	DZuVAGI6Lj4	6942.0	0.56	0.204	0.253	0.451
5574	id08457	WsveHovOOYY	3174.0	0.49	0.146	0.078	0.14
5575	id08458	2594lQJ8YJo	8592.0	0.45	0.242	0.206	0.375
5576	id08459	_T53Eq8GbTE	1902.0	0.284	0.324	0.159	0.283
5577	id08462	8zDEN-NYV7E	1771.0	0.332	0.223	0.301	0.547
5578	id08463	dAup2vSGvnM	484.0	0.42	0.143	0.315	0.559
5579	id08464	FHMir-X7MSo	5215.0	0.284	0.172	0.324	0.58
5580	id08465	hU5iQKJuPFM	260.0	0.605	0.248	0.216	0.384
5581	id08467	3KKtwP9o6xs	4265.0	0.393	0.137	0.434	0.651
5582	id08468	rHZPMwQxTSQ	683.0	0.256	0.231	0.31	0.414
5583	id08470	w8yf-6LFiQg	1670.0	0.399	0.208	0.449	0.798
5584	id08471	BJnTW6lvSjg	7377.0	0.691	0.384	0.142	0.253
5585	id08472	_85PsLHUQXo	10677.0	0.656	0.169	0.221	0.394
5586	id08474	u-NV9y1u1Ig	815.0	0.331	0.146	0.235	0.419
5587	id08475	YYg1sb0pIaM	417.0	0.222	0.27	0.399	0.71
5588	id08476	7s-LI94R7Fg	3265.0	0.305	0.241	0.37	0.658
5589	id08477	8yoKgZ_z0PA	1589.0	0.388	0.293	0.172	0.306
5590	id08478	FYw45QG_h54	1985.0	0.385	0.244	0.213	0.378
5591	id08480	WTGNk3ONP7I	2680.0	0.338	0.073	0.378	0.672
5592	id08481	yQQ63YGcob4	1264.0	0.323	0.141	0.477	0.848
5593	id08482	0zjQ8TMPeKM	687.0	0.282	0.361	0.367	0.653
5594	id08483	wa6AdHrfUXs	1896.0	0.189	0.18	0.409	0.727
5595	id08489	PUS1zYdMJ2M	2046.0	0.439	0.226	0.147	0.262
5596	id08490	MRiUfMvtOqA	2219.0	0.208	0.244	0.449	0.8
5597	id08492	_AliLN9c13g	1400.0	0.381	0.268	0.285	0.38
5598	id08494	SmLjwkPfFW0	995.0	0.378	0.184	0.233	0.311
5599	id08496	7BVTXnGy9As	63.0	0.567	0.241	0.083	0.148
5600	id08497	_fkHHZfLKwE	1568.0	0.198	0.164	0.462	0.82
5601	id08498	fV7gUPTcWLY	1911.0	0.416	0.175	0.344	0.611
5602	id08499	b2SrcoFHCBI	181.0	0.426	0.109	0.247	0.33
5603	id08500	fZvauO2wNAs	2550.0	0.25	0.204	0.316	0.562
5604	id08501	Lwihind4bFE	3151.0	0.202	0.208	0.535	0.952
5605	id08502	COECxl0JvGk	568.0	0.078	0.157	0.46	0.819
5606	id08510	QyWlFZyFYWM	8556.0	0.21	0.187	0.481	0.642
5607	id08511	vSJBH4H-83A	5098.0	0.326	0.17	0.295	0.525
5608	id08512	aCxJW3urIqk	928.0	0.205	0.173	0.416	0.74
5609	id08513	7Hj41e1s_ek	7599.0	0.328	0.142	0.358	0.637
5610	id08515	2Q7L5w-zBLg	763.0	0.318	0.154	0.4	0.711
5611	id08516	pWJiJQQ3ESU	2361.0	0.336	0.235	0.341	0.606
5612	id08517	csST-9KEZJE	1644.0	0.461	0.368	0.277	0.369
5613	id08518	fS8rCoCOZ5w	7857.0	0.147	0.263	0.445	0.594
5614	id08520	lukeKxfkIZU	577.0	0.421	0.201	0.456	0.81
5615	id08521	2XKA_Bavi4w	1905.0	0.462	0.211	0.241	0.428
5616	id08522	qfKop5z0lyw	7930.0	0.39	0.214	0.363	0.648
5617	id08523	99k19MiOIIg	785.0	0.599	0.251	0.235	0.417
5618	id08524	7ekkXNKZBks	2835.0	0.339	0.277	0.274	0.488
5619	id08525	mw3wf4vUiao	1539.0	0.428	0.146	0.391	0.521
5620	id08527	X45DjVkOH2g	1845.0	0.339	0.151	0.336	0.598
5621	id08528	LabuH1PnUoo	4161.0	0.209	0.298	0.461	0.615
5622	id08529	_DLn4ttrT0c	6454.0	0.291	0.195	0.415	0.553
5623	id08530	Mv9At549V4o	1967.0	0.307	0.332	0.363	0.647
5624	id08531	A7iMtN3cuCU	52.0	0.246	0.154	0.392	0.698
5625	id08532	z7O_m9RojxM	2228.0	0.05	0.133	0.64	0.853
5626	id08533	NwVGUcQch4M	1261.0	0.196	0.176	0.26	0.463
5627	id08534	qlIHXf5dV7M	207.0	0.454	0.238	0.357	0.635
5628	id08535	HbbyFxS7N1s	857.0	0.235	0.276	0.334	0.594
5629	id08536	dY0Y6syb53o	1026.0	0.528	0.132	0.245	0.436
5630	id08538	Joq4lGV4gr4	1262.0	0.404	0.203	0.301	0.536
5631	id08540	mlHvvONSbcQ	1943.0	0.125	0.128	0.667	1.186
5632	id08543	JFEZTTAd85o	1964.0	0.31	0.16	0.412	0.549
5633	id08544	xH4Yp8meN-E	2413.0	0.206	0.078	0.366	0.549
5634	id08545	z_gmwbT1xfg	2203.0	0.26	0.176	0.447	0.596
5635	id08546	x-JHmzm2rms	10522.0	0.574	0.18	0.237	0.422
5636	id08547	Ne1qjxDjX0A	4893.0	0.341	0.184	0.317	0.563
5637	id08548	BSChFozahbU	2449.0	0.403	0.133	0.478	0.849
5638	id08549	BTJkZtx70XU	2395.0	0.343	0.154	0.219	0.389
5639	id08551	bKea-VV-jMk	6820.0	0.582	0.247	0.221	0.393
5640	id08552	FA7ty2LQwc0	11169.0	0.272	0.148	0.36	0.48
5641	id08553	qLNvRwMkhik	1200.0	0.3	0.153	0.214	0.38
5642	id08554	fnoH8KJ3_Ns	2656.0	0.211	0.209	0.194	0.346
5643	id08555	6XOtSKKmkXs	10072.0	0.5	0.164	0.276	0.491
5644	id08556	YyeH7wE-XbA	2356.0	0.514	0.118	0.161	0.286
5645	id08563	zi-rQAWWctM	1902.0	0.143	0.054	0.488	0.869
5646	id08564	h2Zs3QRsd-A	6499.0	0.589	0.162	0.222	0.394
5647	id08565	TdewJF84gWU	596.0	0.191	0.138	0.226	0.402
5648	id08566	k-sdSw_Fzks	2359.0	0.416	0.198	0.693	0.923
5649	id08567	56CdGu1jqks	3129.0	0.3	0.188	0.455	0.606
5650	id08568	3W56GO-WusE	5515.0	0.137	0.33	0.43	0.638
5651	id08569	UvpJr_z1Oy4	4957.0	0.168	0.258	0.206	0.367
5652	id08570	4rcb7AYfiaA	766.0	0.529	0.164	0.228	0.406
5653	id08572	vOOqvbwf78A	1081.0	0.324	0.242	0.366	0.651
5654	id08573	WVfzfA_YLoc	2621.0	0.449	0.12	0.205	0.364
5655	id08574	1tEp5litSkw	5641.0	0.402	0.156	0.441	0.714
5656	id08577	WBYoy-djRaE	1583.0	0.141	0.381	0.769	0.432
5657	id08578	AZqS0GF4o0A	923.0	0.153	0.175	0.231	0.41
5658	id08580	w9nj-EF6FQ8	6521.0	0.341	0.178	0.396	0.528
5659	id08581	JO1A84xeHdA	876.0	0.337	0.219	0.269	0.479
5660	id08583	K_O8yz7nY0k	1582.0	0.109	0.089	0.206	0.365
5661	id08584	tO3lKkTlR88	638.0	0.502	0.282	0.218	0.29
5662	id08585	itwuT1NdB60	13032.0	0.159	0.147	0.218	0.388
5663	id08586	g5972EehsaM	1363.0	0.201	0.077	0.369	0.656
5664	id08587	2J3D5x5L0fw	27161.0	0.316	0.269	0.217	0.515
5665	id08588	RPNNfrx4fVg	915.0	0.543	0.328	0.16	0.284
5666	id08589	tUAO4MWVvlA	889.0	0.231	0.254	0.384	0.683
5667	id08590	r4OvdDh0rb0	48.0	0.334	0.083	0.508	0.902
5668	id08592	q-jnXHyQpFw	1080.0	0.408	0.214	0.317	0.564
5669	id08593	D63OVvHIhd4	238.0	0.197	0.273	0.391	0.532
5670	id08595	O3zh8wPAbq4	4357.0	0.154	0.173	0.396	0.695
5671	id08597	58BrJcGR5ho	7.0	0.395	0.201	0.27	0.48
5672	id08598	pf4o8AsBtaQ	1473.0	0.16	0.316	0.382	0.51
5673	id08599	wIYJxDGvYA4	6604.0	0.349	0.153	0.278	0.495
5674	id08600	DjaSSzJQOnA	1086.0	0.204	0.099	0.15	0.267
5675	id08601	D2tk1wSXXTU	1190.0	0.242	0.274	0.392	0.696
5676	id08602	7rQikodJzVo	2107.0	0.342	0.174	0.388	0.69
5677	id08603	yOcHk6qhsDw	628.0	0.334	0.206	0.369	0.493
5678	id08604	t-uVst4_yus	7877.0	0.311	0.218	0.312	0.553
5679	id08605	TjkPky503dw	2525.0	0.29	0.11	0.375	0.662
5680	id08606	6039RjIhlfg	24252.0	0.406	0.153	0.272	0.483
5681	id08607	6icVOpEVCxs	582.0	0.191	0.223	0.246	0.432
5682	id08608	CQPIq9j0vlg	6850.0	0.169	0.131	0.183	0.325
5683	id08609	4CiDHQcn1-0	269.0	0.519	0.194	0.348	0.464
5684	id08610	eJjLlpRpM4s	5976.0	0.51	0.182	0.268	0.477
5685	id08611	mqYq80uCpFY	7114.0	0.399	0.134	0.302	0.537
5686	id08612	uPGub6MlOH8	909.0	0.158	0.131	0.205	0.364
5687	id08613	RhbIMOsIZCE	9089.0	0.479	0.193	0.277	0.369
5688	id08614	U_WeYJ42E-Y	3034.0	0.236	0.173	0.412	0.733
5689	id08615	jnSAVSZ6Qgo	794.0	0.346	0.26	0.23	0.409
5690	id08616	mcQ8mDMDaCc	5550.0	0.651	0.176	0.182	0.323
5691	id08617	yxpFEF84EyI	263.0	0.376	0.213	0.456	0.81
5692	id08618	HgqUBUTJBrk	4877.0	0.271	0.059	0.588	0.784
5693	id08622	0aRwn0jLu-8	6265.0	0.328	0.114	0.252	0.458
5694	id08623	rkDuHekMAU0	57272.0	0.281	0.243	0.356	0.632
5695	id08624	K4d0GxPAfXQ	1228.0	0.302	0.259	0.456	0.81
5696	id08625	0eBygagVk2o	5384.0	0.218	0.197	0.226	0.402
5697	id08626	vBfXXraFR70	547.0	0.193	0.12	0.445	0.793
5698	id08627	Ud_JpQehNok	1851.0	0.217	0.301	0.342	0.459
5699	id08628	UIVDDV-7qGI	2231.0	0.349	0.209	0.324	0.577
5700	id08629	dKw00PPH3eU	2197.0	0.605	0.228	0.186	0.331
5701	id08633	yGgfH7wWdnM	1231.0	0.345	0.234	0.489	0.869
5702	id08634	LvB0s3yuvFY	2049.0	0.122	0.291	0.207	0.369
5703	id08635	L03_-sgiYGg	3929.0	0.217	0.275	0.415	0.553
5704	id08637	SQtYLLcU3Ko	279.0	0.267	0.251	0.321	0.57
5705	id08638	FPkuV0N0hs8	1581.0	0.313	0.166	0.284	0.386
5706	id08639	lrSrTic4fQU	740.0	0.177	0.142	0.445	0.791
5707	id08640	gfC5U7NW-EA	248.0	0.337	0.169	0.368	0.446
5708	id08641	mTCafY8J2Bk	402.0	0.402	0.159	0.265	0.472
5709	id08642	4SGwoG0_uaE	109.0	0.29	0.279	0.276	0.491
5710	id08643	fgrUbEjaIbo	1472.0	0.341	0.186	0.155	0.275
5711	id08645	9GkEfiIhj58	10766.0	0.374	0.221	0.24	0.426
5712	id08646	KdvAGCP2iPc	3643.0	0.247	0.251	0.182	0.323
5713	id08647	JmcrGU4R0qE	5686.0	0.388	0.276	0.405	0.72
5714	id08648	e5fEnKl156A	4569.0	0.359	0.15	0.274	0.486
5715	id08649	ONiGk5fWEBg	872.0	0.591	0.188	0.211	0.375
5716	id08650	9KVq-f2aEbU	4117.0	0.372	0.161	0.271	0.481
5717	id08651	qyAgYUt8xko	253.0	0.35	0.184	0.285	0.506
5718	id08652	BSm8g7ILIos	2136.0	0.264	0.171	0.271	0.362
5719	id08653	zp_jHeUuQIE	124.0	0.396	0.128	0.363	0.644
5720	id08655	n5nFjsdkSLo	1474.0	0.259	0.139	0.434	0.543
5721	id08656	Xbaagbo0gvs	9956.0	0.679	0.129	0.209	0.379
5722	id08657	dvBf77egLT4	5114.0	0.344	0.202	0.229	0.407
5723	id08658	phdzNS6ljrA	1654.0	0.251	0.287	0.405	0.72
5724	id08659	W0rG-oaBI3Q	913.0	0.312	0.18	0.315	0.423
5725	id08660	EBNEpDqvFhY	6620.0	0.323	0.18	0.343	0.457
5726	id08661	6yHbc5Fbnb0	59769.0	0.456	0.171	0.143	0.254
5727	id08663	3ihTxKrezXI	363.0	0.166	0.12	0.503	0.895
5728	id08665	D45_dKWIWZ4	1579.0	0.446	0.373	0.094	0.167
5729	id08666	SCHMWrgqISo	3264.0	0.255	0.269	0.367	0.489
5730	id08667	wZ3Pp8XMKeQ	20235.0	0.231	0.215	0.197	0.342
5731	id08668	mYQqZZnjYrA	194.0	0.116	0.191	0.455	0.606
5732	id08669	CQn5G0PRJOU	3629.0	0.683	0.127	0.182	0.323
5733	id08670	oaSJKLWMC7o	3764.0	0.236	0.137	0.318	0.565
5734	id08671	TAAYOJu7a50	8333.0	0.484	0.33	0.15	0.273
5735	id08672	IwgcXPZvQeo	352.0	0.429	0.167	0.331	0.589
5736	id08674	y_7qP_7Hwrw	877.0	0.449	0.174	0.317	0.564
5737	id08676	c3zrCzmYqAs	1211.0	0.436	0.193	0.354	0.63
5738	id08677	SteTkAzL-Sw	536.0	0.368	0.196	0.197	0.263
5739	id08678	GLqoVcPHQfE	14229.0	0.283	0.145	0.283	0.378
5740	id08679	UT-cNuP8F4M	3843.0	0.606	0.171	0.228	0.406
5741	id08680	KoTGimAPzqg	2846.0	0.586	0.186	0.189	0.336
5742	id08681	hqvC0sMCoKQ	3190.0	0.159	0.066	0.753	1.004
5743	id08683	4Iwmmd125bs	5380.0	0.22	0.159	0.181	0.322
5744	id08684	P7ioqi7M-9k	3856.0	0.275	0.191	0.502	0.669
5745	id08685	AayUVmwwdzY	1598.0	0.335	0.151	0.329	0.585
5746	id08686	SciM_WUbRwg	2298.0	0.596	0.292	0.188	0.335
5747	id08687	zgaE_G3crRI	8606.0	0.682	0.292	0.12	0.214
5748	id08688	O1lLwPcgYuI	3543.0	0.416	0.19	0.19	0.338
5749	id08689	5xlbGtKpcgY	1789.0	0.257	0.248	0.15	0.267
5750	id08691	j9zF01WKxaU	8295.0	0.137	0.219	0.357	0.477
5751	id08692	_iiSlBNDVjc	6368.0	0.231	0.281	0.444	0.591
5752	id08693	i4a1UBNUTVA	4692.0	0.208	0.146	0.511	0.681
5753	id08694	vfzYVqBpuGQ	4593.0	0.366	0.28	0.238	0.423
5754	id08695	TypSSOfuDqU	268.0	0.272	0.239	0.335	0.596
5755	id08696	fJEwYNZmMOk	12972.0	0.346	0.089	0.36	0.64
5756	id08698	dg4RCCysmCY	9811.0	0.691	0.166	0.135	0.24
5757	id08699	SR-5gRYe9W0	1139.0	0.439	0.171	0.247	0.438
5758	id08700	pQLXXwsPUFw	1629.0	0.376	0.148	0.227	0.404
5759	id08701	fwq9rtyar_0	2835.0	0.375	0.169	0.253	0.451
5760	id08702	3Im8YHPy3Nc	326.0	0.366	0.202	0.273	0.485
5761	id08703	BNRnMlfi_60	31528.0	0.307	0.283	0.331	0.414
5762	id08704	3MOs2jhMquw	2881.0	0.379	0.135	0.317	0.564
5763	id08705	oS6KZ8ZDpBA	1325.0	0.156	0.152	0.457	0.812
5764	id08706	fPB5DBqiQvw	5638.0	0.149	0.292	0.242	0.431
5765	id08707	NTDQurN7fEs	849.0	0.409	0.27	0.432	0.768
5766	id08708	GyRgWe2y3DE	589.0	0.139	0.243	0.478	0.851
5767	id08709	jaWLI3znqXA	1610.0	0.138	0.284	0.205	0.304
5768	id08710	JWVplmqBAeg	787.0	0.407	0.147	0.242	0.431
5769	id08711	fclKkz3TN3s	8614.0	0.322	0.203	0.297	0.396
5770	id08713	mn3s9ZOgY6E	1775.0	0.373	0.191	0.26	0.325
5771	id08714	2b8lBF8PFZk	4876.0	0.099	0.162	0.299	0.532
5772	id08715	gNemIRoci5w	6152.0	0.219	0.224	0.447	0.796
5773	id08716	JcbFw2W0hKk	5383.0	0.33	0.096	0.253	0.449
5774	id08719	L148T5redVM	10771.0	0.271	0.196	0.289	0.484
5775	id08721	3I-ursKE1K8	11078.0	0.457	0.206	0.291	0.517
5776	id08722	RJC3Hvz9rRQ	6757.0	0.613	0.297	0.19	0.338
5777	id08723	AUPJTE2Rtqw	3832.0	0.48	0.153	0.111	0.198
5778	id08724	_LCxx3ci5QY	451.0	0.343	0.217	0.394	0.701
5779	id08725	bTJKSsHjKVA	885.0	0.344	0.266	0.406	0.721
5780	id08726	OzWeXaqTfFY	1885.0	0.068	0.263	0.244	0.435
5781	id08727	KKJ8NBg8NBI	4981.0	0.249	0.318	0.266	0.473
5782	id08728	lHNl7yTEy9o	3469.0	0.406	0.292	0.396	0.704
5783	id08730	bmCYPX-djuc	6839.0	0.384	0.166	0.145	0.258
5784	id08731	iFLCxqz8TyU	58.0	0.322	0.225	0.474	0.843
5785	id08732	taf6FhZMY4M	3769.0	0.397	0.166	0.331	0.442
5786	id08733	rUQhcny7zlA	9468.0	0.176	0.146	0.428	0.76
5787	id08736	VjEWDU3dKPs	10392.0	0.353	0.177	0.275	0.344
5788	id08737	V1o2TKIvQLw	5457.0	0.391	0.197	0.272	0.483
5789	id08738	vH8kmvOW-rU	20953.0	0.378	0.306	0.339	0.452
5790	id08739	muYFYDS4Mtk	14198.0	0.335	0.278	0.323	0.431
5791	id08740	XG2-DJcCg7I	13903.0	0.651	0.24	0.155	0.275
5792	id08741	fbiPKTeMwJ4	7493.0	0.21	0.049	0.675	0.9
5793	id08742	phJkd3qcOz8	1281.0	0.368	0.258	0.177	0.315
5794	id08743	ztSQDzsArwU	154.0	0.193	0.192	0.399	0.714
5795	id08745	5U837z-FI9I	1247.0	0.147	0.237	0.272	0.483
5796	id08746	sUJwYMEy8VY	1458.0	0.326	0.123	0.276	0.49
5797	id08747	gdTpCH-E8Mc	6000.0	0.324	0.398	0.155	0.275
5798	id08748	0zJeUGlPDsc	321.0	0.317	0.331	0.302	0.402
5799	id08749	fCJ5FpVZ2_A	6388.0	0.297	0.169	0.194	0.344
5800	id08750	o-m4uVbwK68	1318.0	0.192	0.183	0.348	0.619
5801	id08751	Mptp6wZbXzk	787.0	0.608	0.154	0.41	0.547
5802	id08754	A1VsHQvI-CM	2187.0	0.343	0.237	0.2	0.356
5803	id08755	cFFeVUfs0Ic	2505.0	0.354	0.19	0.221	0.393
5804	id08756	BiwhKIEbJPQ	5008.0	0.593	0.188	0.23	0.386
5805	id08757	e31YTLxMm1s	339.0	0.382	0.111	0.304	0.541
5806	id08758	njL6a0enViE	58.0	0.267	0.24	0.463	0.822
5807	id08760	zPY-Eo2XMjs	1695.0	0.188	0.148	0.14	0.256
5808	id08761	ys4Z7TNMhmI	2162.0	0.199	0.289	0.243	0.432
5809	id08762	9pOdY0fQ1No	1968.0	0.439	0.215	0.21	0.373
5810	id08764	ba0oVrhRpmo	2150.0	0.249	0.212	0.186	0.298
5811	id08765	q2iSgjmIwWE	4047.0	0.386	0.246	0.274	0.486
5812	id08766	K8t68Orapws	377.0	0.727	0.455	0.158	0.281
5813	id08768	e-wdckPQS9Q	6163.0	0.347	0.157	0.215	0.381
5814	id08769	wXuQSa5HPzE	27040.0	0.326	0.209	0.429	0.763
5815	id08771	1_r--_xYfhs	1582.0	0.525	0.291	0.153	0.272
5816	id08773	CvcSUsNjnhc	12106.0	0.553	0.182	0.087	0.156
5817	id08774	8RwDWEBE0cU	13256.0	0.376	0.203	0.397	0.542
5818	id08775	TJkCdiB5AEI	2360.0	0.195	0.25	0.349	0.62
5819	id08776	lztU1Zy-9gY	7597.0	0.74	0.299	0.271	0.481
5820	id08781	fgZvbS619Lg	894.0	0.209	0.174	0.425	0.567
